ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.23,3.72,3.09,4.4,5.16,4.24,4.16,F1
LRG,4.06,3.39,2.89,4.2,5.21,3.94,4.31,F1
SGD,2.91,3.98,3.8,3.95,4.69,4.19,4.48,F1
MLP,3.2,3.39,2.6,4.23,5.19,4.48,4.91,F1
RF,3.56,3.2,2.96,3.56,5.07,4.46,5.2,F1
ABC,2.76,3.71,3.29,3.88,5.52,3.28,5.56,F1
DTREE,2.88,3.34,3.08,3.71,5.7,3.63,5.66,F1
KNN,1.78,4.16,3.29,4.44,5.55,3.09,5.7,F1
avarage,3.05,3.61,3.12,4.05,5.26,3.91,5.0,F1
std,0.66,0.34,0.35,0.32,0.32,0.53,0.63,F1
