ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,5.86,3.5,4.0,4.14,4.14,3.57,2.79,PRE
LRG,5.79,2.86,3.36,4.93,4.64,3.29,3.14,PRE
DTREE,4.79,3.86,2.79,3.14,5.0,4.14,4.29,PRE
MLP,6.36,3.29,3.43,3.29,3.29,3.64,4.71,PRE
ABC,2.57,3.21,3.79,3.14,5.0,5.21,5.07,PRE
SGD,5.57,3.86,4.0,2.36,3.71,3.43,5.07,PRE
RF,4.71,3.93,3.57,2.14,4.29,4.07,5.29,PRE
KNN,3.64,4.0,2.43,3.71,4.07,4.29,5.86,PRE
avarage,4.91,3.56,3.42,3.36,4.27,3.96,4.53,PRE
std,1.27,0.41,0.56,0.91,0.6,0.62,1.07,PRE
