ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.93,3.02,3.74,3.61,4.48,3.33,2.91,IBA
SVM,6.61,2.97,3.84,3.7,4.51,3.39,2.98,IBA
MLP,6.57,3.11,3.57,3.74,4.12,3.58,3.3,IBA
KNN,5.92,3.09,3.65,3.41,4.41,4.08,3.44,IBA
ABC,5.86,3.34,3.21,3.27,4.21,4.52,3.59,IBA
RF,6.11,3.43,3.45,3.57,3.44,4.39,3.61,IBA
SGD,5.39,3.59,3.38,3.52,4.34,4.07,3.72,IBA
DTREE,4.93,3.66,3.3,3.98,4.49,3.87,3.76,IBA
avarage,6.04,3.28,3.52,3.6,4.25,3.9,3.41,IBA
std,0.67,0.27,0.22,0.22,0.35,0.44,0.33,IBA
