ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,4.96,3.74,3.42,4.11,4.55,3.91,3.32,IBA
MLP,6.57,3.07,3.52,3.81,4.07,3.5,3.44,IBA
SVM,6.6,2.81,3.66,3.66,4.43,3.3,3.52,IBA
RF,6.21,3.34,3.46,3.61,3.43,4.41,3.54,IBA
SGD,5.39,3.53,3.46,3.58,4.34,4.11,3.57,IBA
LRG,6.93,2.75,3.63,3.57,4.33,3.1,3.69,IBA
ABC,5.89,3.34,3.16,3.28,4.16,4.48,3.69,IBA
KNN,5.89,3.02,3.51,3.35,4.3,3.98,3.95,IBA
avarage,6.06,3.2,3.48,3.62,4.2,3.85,3.59,IBA
std,0.66,0.35,0.15,0.26,0.34,0.51,0.19,IBA
