ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.79,4.07,4.43,4.0,3.36,2.79,GEO
ABC,3.86,4.43,3.36,3.07,3.64,5.57,4.07,GEO
SVM,6.57,2.64,3.71,4.0,4.14,2.79,4.14,GEO
DTREE,5.43,3.79,3.14,3.07,5.57,2.5,4.5,GEO
RF,5.71,3.5,3.14,3.14,2.86,4.5,5.14,GEO
SGD,6.43,3.0,2.86,4.14,2.0,4.0,5.57,GEO
KNN,5.0,2.64,3.57,3.14,4.64,3.14,5.86,GEO
MLP,6.36,3.21,2.64,2.86,4.29,2.36,6.29,GEO
avarage,5.74,3.25,3.31,3.48,3.89,3.53,4.79,GEO
std,0.96,0.63,0.47,0.6,1.09,1.1,1.14,GEO
