ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,5.82,3.27,3.46,3.85,4.32,3.59,3.69,PRE
KNN,3.85,3.95,3.73,4.0,4.57,3.99,3.9,PRE
LRG,6.56,2.85,3.77,3.71,3.72,3.43,3.95,PRE
SGD,4.94,3.58,3.52,4.0,4.24,3.7,4.02,PRE
MLP,5.44,3.0,3.44,3.62,4.39,3.98,4.12,PRE
DTREE,3.81,3.85,3.03,4.26,5.34,3.53,4.16,PRE
RF,4.34,3.74,2.89,3.7,4.77,4.25,4.3,PRE
ABC,3.94,3.07,3.37,3.93,4.82,4.32,4.55,PRE
avarage,4.84,3.41,3.4,3.89,4.52,3.85,4.09,PRE
std,1.03,0.42,0.31,0.21,0.48,0.33,0.26,PRE
