ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.01,3.36,3.57,4.34,4.89,3.43,3.4,AUC
ABC,5.61,3.33,3.16,3.7,4.5,4.21,3.48,AUC
SGD,5.87,3.48,3.77,3.47,4.59,3.33,3.49,AUC
RF,5.86,3.43,3.41,4.07,3.57,4.08,3.58,AUC
KNN,5.46,3.24,3.92,3.97,4.11,3.7,3.61,AUC
SVM,6.45,3.38,3.44,3.34,4.36,3.07,3.96,AUC
MLP,6.36,3.16,3.17,3.69,4.14,3.51,3.97,AUC
LRG,6.77,2.88,3.4,3.48,4.0,3.32,4.15,AUC
avarage,5.92,3.28,3.48,3.76,4.27,3.58,3.7,AUC
std,0.58,0.19,0.26,0.34,0.41,0.39,0.28,AUC
