ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.05,3.43,3.55,4.05,3.43,4.21,3.27,IBA
DTREE,5.16,3.33,3.73,4.3,4.66,3.48,3.36,IBA
ABC,5.8,3.32,3.32,3.65,4.2,4.26,3.45,IBA
KNN,5.86,2.91,3.99,3.88,3.92,3.88,3.57,IBA
SVM,6.62,3.25,3.43,3.46,4.61,3.01,3.62,IBA
MLP,6.53,2.96,3.21,3.75,4.25,3.45,3.84,IBA
SGD,6.04,3.43,3.57,3.49,4.44,3.16,3.86,IBA
LRG,6.93,2.79,3.39,3.47,4.08,3.1,4.24,IBA
avarage,6.12,3.18,3.53,3.76,4.2,3.57,3.65,IBA
std,0.56,0.25,0.25,0.3,0.4,0.5,0.32,IBA
