ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.0,3.14,3.57,4.57,4.29,3.79,3.64,REC
SGD,4.64,3.5,2.29,4.36,4.64,4.5,4.07,REC
ABC,2.07,3.71,4.71,3.71,4.93,3.57,5.29,REC
KNN,2.64,4.29,3.5,3.36,4.93,3.64,5.64,REC
DTREE,4.14,3.64,3.07,2.36,4.86,4.14,5.79,REC
MLP,5.5,2.36,2.79,3.43,3.79,4.36,5.79,REC
SVM,4.86,2.86,2.86,4.5,3.43,3.71,5.79,REC
RF,4.5,3.64,2.36,3.71,3.71,4.07,6.0,REC
avarage,4.17,3.39,3.14,3.75,4.32,3.97,5.25,REC
std,1.2,0.59,0.79,0.74,0.61,0.35,0.89,REC
