ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.14,3.93,4.5,4.29,3.86,1.64,SPE
SVM,6.29,2.71,4.07,4.21,4.86,3.57,2.29,SPE
ABC,4.21,4.21,5.43,3.93,3.14,4.57,2.5,SPE
SGD,6.71,3.64,2.86,3.64,4.64,3.71,2.79,SPE
DTREE,5.0,5.14,4.43,4.29,3.43,2.71,3.0,SPE
RF,6.07,4.14,3.14,4.79,2.43,4.29,3.14,SPE
KNN,5.07,3.93,4.29,2.29,4.29,4.57,3.57,SPE
MLP,6.64,3.36,3.64,3.07,3.5,4.07,3.71,SPE
avarage,5.83,3.79,3.97,3.84,3.82,3.92,2.83,SPE
std,0.94,0.75,0.8,0.82,0.83,0.61,0.68,SPE
