ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.02,3.45,3.59,4.09,3.48,4.12,3.25,IBA
DTREE,5.16,3.28,3.73,4.37,4.66,3.5,3.3,IBA
ABC,5.75,3.39,3.32,3.56,4.29,4.34,3.35,IBA
MLP,6.57,3.05,3.33,3.82,4.29,3.57,3.37,IBA
KNN,5.87,2.91,3.98,3.93,4.02,3.9,3.39,IBA
LRG,6.93,2.98,3.48,3.69,4.24,3.26,3.41,IBA
SVM,6.63,3.25,3.41,3.54,4.66,3.02,3.49,IBA
SGD,6.09,3.5,3.66,3.61,4.43,3.18,3.52,IBA
avarage,6.13,3.23,3.56,3.83,4.26,3.61,3.38,IBA
std,0.57,0.22,0.23,0.29,0.38,0.47,0.09,IBA
