ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.07,3.21,3.57,4.93,4.57,3.5,3.14,F1
ABC,2.86,4.57,3.5,3.21,4.71,5.0,4.14,F1
SVM,5.43,2.71,3.57,4.79,4.07,3.14,4.29,F1
SGD,5.21,3.36,2.64,4.36,2.71,4.43,5.29,F1
DTREE,4.71,3.29,2.21,2.86,6.0,2.79,6.14,F1
KNN,3.29,3.5,3.36,3.14,5.21,3.29,6.21,F1
MLP,5.71,3.29,2.21,2.71,4.57,3.07,6.43,F1
RF,4.14,2.93,3.36,2.79,3.43,4.36,7.0,F1
avarage,4.55,3.36,3.05,3.6,4.41,3.7,5.33,F1
std,1.03,0.55,0.6,0.93,1.02,0.79,1.35,F1
