ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,3.89,3.98,3.75,3.98,4.63,4.01,3.75,PRE
MLP,5.5,3.05,3.47,3.71,4.46,4.05,3.76,PRE
LRG,6.59,2.82,3.79,3.77,3.8,3.44,3.8,PRE
DTREE,3.85,3.97,3.1,4.25,5.36,3.66,3.81,PRE
RF,4.39,3.82,2.93,3.78,4.84,4.4,3.84,PRE
SGD,4.9,3.7,3.54,4.02,4.26,3.7,3.86,PRE
ABC,4.05,3.16,3.49,4.0,4.9,4.48,3.93,PRE
SVM,5.8,3.22,3.43,3.75,4.25,3.52,4.03,PRE
avarage,4.87,3.47,3.44,3.91,4.56,3.91,3.85,PRE
std,1.01,0.45,0.29,0.19,0.48,0.39,0.09,PRE
