ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.27,3.79,3.06,4.71,5.01,4.31,3.85,F1
LRG,4.05,3.1,3.01,4.52,5.19,4.11,4.02,F1
SGD,2.66,3.86,3.66,4.63,4.7,4.38,4.11,F1
MLP,2.91,3.16,3.09,4.21,5.6,4.76,4.27,F1
RF,3.94,3.7,2.91,3.73,5.19,4.21,4.32,F1
KNN,1.98,4.67,3.43,4.52,5.84,3.13,4.44,F1
ABC,2.76,3.69,3.37,4.29,5.72,3.61,4.56,F1
DTREE,2.94,4.0,2.9,4.03,5.55,3.7,4.88,F1
avarage,3.06,3.74,3.18,4.33,5.35,4.03,4.31,F1
std,0.68,0.49,0.28,0.33,0.39,0.52,0.32,F1
