ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.93,4.14,4.14,3.71,3.71,2.71,IBA
ABC,2.86,4.07,5.0,4.29,3.93,4.57,3.29,IBA
KNN,4.43,3.86,4.29,3.14,4.57,4.0,3.71,IBA
SVM,5.71,2.57,4.14,3.79,4.14,3.86,3.79,IBA
SGD,6.0,3.14,3.0,3.93,4.07,3.5,4.36,IBA
RF,5.43,3.21,3.07,4.43,3.29,4.07,4.5,IBA
MLP,6.71,2.14,3.21,3.36,4.0,3.5,5.07,IBA
DTREE,3.79,3.79,3.36,2.57,4.43,3.71,6.36,IBA
avarage,5.2,3.21,3.78,3.71,4.02,3.87,4.22,IBA
std,1.38,0.67,0.72,0.64,0.4,0.35,1.13,IBA
