ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.17,4.11,3.46,4.81,5.35,4.65,3.44,REC
SGD,2.57,4.13,4.11,4.19,4.75,4.46,3.8,REC
LRG,2.49,3.85,3.39,4.66,5.44,4.33,3.84,REC
MLP,2.29,3.76,3.13,4.59,5.51,4.83,3.89,REC
KNN,1.61,4.6,3.62,4.8,5.89,3.52,3.95,REC
RF,2.5,3.77,3.34,3.98,5.59,4.49,4.32,REC
ABC,2.34,4.09,3.8,4.28,5.94,3.22,4.33,REC
DTREE,2.63,3.51,3.08,3.94,6.12,3.93,4.78,REC
avarage,2.32,3.98,3.49,4.41,5.57,4.18,4.04,REC
std,0.33,0.33,0.34,0.35,0.43,0.57,0.41,REC
