ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,5.38,2.94,3.25,3.7,4.04,4.39,4.3,AUC
SGD,5.55,3.29,3.7,3.63,3.81,3.61,4.41,AUC
LRG,6.7,2.65,3.3,3.71,3.85,3.37,4.43,AUC
SVM,6.54,3.16,3.27,3.64,4.0,2.84,4.54,AUC
DTREE,4.51,3.83,3.03,4.11,4.69,3.16,4.67,AUC
MLP,6.46,2.68,3.43,3.35,3.9,3.45,4.73,AUC
KNN,5.46,3.23,3.25,3.65,3.91,3.65,4.85,AUC
RF,6.01,3.34,3.03,3.81,3.31,3.63,4.86,AUC
avarage,5.82,3.14,3.28,3.7,3.94,3.51,4.6,AUC
std,0.74,0.39,0.22,0.21,0.38,0.45,0.21,AUC
