ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.93,2.79,3.64,4.07,3.93,3.93,3.71,PRE
SVM,5.86,2.79,3.64,4.07,3.43,3.79,4.43,PRE
ABC,2.07,3.43,5.5,4.36,4.07,4.07,4.5,PRE
RF,5.0,3.71,2.86,4.07,3.86,3.93,4.57,PRE
SGD,6.07,3.57,3.29,3.43,3.43,3.29,4.93,PRE
KNN,3.71,4.29,3.86,2.93,4.71,3.43,5.07,PRE
MLP,6.79,2.71,2.93,2.79,3.43,3.86,5.5,PRE
DTREE,3.86,4.21,2.86,2.36,5.0,3.64,6.07,PRE
avarage,4.91,3.44,3.57,3.51,3.98,3.74,4.85,PRE
std,1.58,0.63,0.87,0.74,0.6,0.27,0.72,PRE
