ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.14,3.5,4.57,4.29,3.79,3.79,REC
ABC,2.07,3.86,4.71,3.71,4.86,3.71,5.07,REC
SGD,4.5,3.29,2.43,4.07,4.36,4.21,5.14,REC
RF,4.64,3.86,2.64,3.86,3.64,4.14,5.21,REC
SVM,4.79,2.86,2.86,4.5,3.43,3.71,5.86,REC
MLP,5.29,2.36,2.71,3.43,3.86,4.36,6.0,REC
DTREE,3.93,3.64,3.0,2.36,4.86,4.14,6.07,REC
KNN,2.5,4.21,3.29,3.29,4.93,3.5,6.29,REC
avarage,4.08,3.4,3.14,3.72,4.28,3.95,5.43,REC
std,1.18,0.61,0.72,0.72,0.59,0.3,0.81,REC
