ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.0,2.93,3.29,4.5,4.29,3.5,4.5,REC
SVM,5.21,2.93,3.57,4.5,4.07,2.86,4.86,REC
ABC,2.43,4.5,3.07,3.36,5.14,4.5,5.0,REC
RF,4.0,3.5,3.36,3.0,3.93,4.57,5.64,REC
SGD,4.64,3.0,3.0,4.71,2.57,4.36,5.71,REC
KNN,3.14,3.86,3.14,3.07,5.57,3.21,6.0,REC
MLP,5.57,3.21,2.21,2.93,4.71,3.07,6.29,REC
DTREE,4.0,3.5,1.93,2.79,5.71,3.21,6.86,REC
avarage,4.25,3.43,2.95,3.61,4.5,3.66,5.61,REC
std,1.07,0.54,0.57,0.82,1.03,0.7,0.79,REC
