ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.07,3.94,3.51,4.89,5.45,4.92,3.23,REC
LRG,2.46,3.98,3.38,4.59,5.54,4.43,3.62,REC
MLP,2.24,3.97,3.39,4.3,5.6,4.82,3.7,REC
KNN,1.69,4.63,3.66,4.59,6.2,3.49,3.74,REC
SGD,2.1,4.16,3.86,3.92,5.08,4.9,3.98,REC
RF,2.52,4.05,3.41,3.6,5.93,4.35,4.14,REC
DTREE,2.66,3.66,3.59,3.72,5.7,4.36,4.3,REC
ABC,2.3,4.35,3.67,4.03,6.07,3.28,4.3,REC
avarage,2.25,4.09,3.56,4.2,5.69,4.32,3.88,REC
std,0.31,0.29,0.17,0.46,0.36,0.62,0.37,REC
