ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.78,3.36,3.67,3.93,3.89,3.66,3.7,IBA
DTREE,5.01,3.86,3.08,4.2,4.57,3.33,3.96,IBA
ABC,5.57,2.86,3.23,3.76,4.05,4.43,4.09,IBA
RF,6.37,3.31,3.2,3.87,3.3,3.72,4.23,IBA
MLP,6.67,2.63,3.35,3.5,4.16,3.43,4.25,IBA
KNN,5.96,3.04,3.41,3.52,3.89,3.91,4.28,IBA
SVM,6.57,2.94,3.43,3.66,4.31,2.79,4.3,IBA
LRG,6.91,2.53,3.33,3.52,3.93,3.16,4.62,IBA
avarage,6.1,3.07,3.34,3.74,4.01,3.55,4.18,IBA
std,0.64,0.43,0.18,0.25,0.37,0.5,0.27,IBA
