ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.93,3.3,4.3,3.63,3.39,3.47,2.99,SPE
DTREE,5.27,4.02,3.46,4.27,4.21,3.72,3.05,SPE
KNN,6.39,3.41,4.06,3.14,3.17,4.53,3.3,SPE
MLP,6.82,3.52,4.13,3.79,3.21,3.23,3.3,SPE
ABC,6.21,3.72,3.34,3.42,3.35,4.65,3.3,SPE
RF,6.51,3.5,3.6,3.76,3.0,4.22,3.41,SPE
SGD,6.08,3.57,3.96,3.74,3.74,3.45,3.46,SPE
SVM,6.75,3.31,4.07,3.29,3.65,3.43,3.5,SPE
avarage,6.37,3.54,3.86,3.63,3.47,3.84,3.29,SPE
std,0.53,0.24,0.35,0.35,0.39,0.55,0.18,SPE
