ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.86,3.86,4.5,4.07,3.36,2.71,IBA
SGD,6.57,3.29,3.21,3.71,2.29,4.57,4.36,IBA
ABC,3.86,4.5,3.07,2.71,3.86,5.57,4.43,IBA
SVM,6.57,2.57,3.57,3.5,4.0,2.71,5.07,IBA
RF,5.21,3.79,3.29,3.21,3.07,4.07,5.36,IBA
DTREE,4.79,3.86,2.57,3.07,5.5,2.5,5.71,IBA
KNN,4.64,3.0,3.57,2.64,4.43,3.71,6.0,IBA
MLP,6.0,3.14,2.64,2.79,4.21,2.79,6.43,IBA
avarage,5.54,3.38,3.22,3.27,3.93,3.66,5.01,IBA
std,1.06,0.63,0.45,0.63,0.95,1.05,1.17,IBA
