ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.93,3.21,4.14,4.36,4.36,3.79,2.21,PRE
SVM,5.93,3.36,4.0,4.43,4.36,2.86,3.07,PRE
SGD,6.07,3.21,3.21,4.93,2.79,4.57,3.21,PRE
DTREE,4.64,3.71,2.93,3.21,6.0,3.71,3.79,PRE
ABC,3.43,4.57,2.86,3.71,4.21,5.43,3.79,PRE
MLP,6.07,3.43,2.86,2.5,4.79,3.43,4.93,PRE
KNN,3.36,4.0,3.21,3.43,4.86,4.14,5.0,PRE
RF,3.86,3.21,3.21,2.57,3.86,4.86,6.43,PRE
avarage,4.91,3.59,3.3,3.64,4.4,4.1,4.05,PRE
std,1.23,0.49,0.5,0.88,0.91,0.83,1.34,PRE
