ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.58,3.11,4.38,3.53,3.02,4.52,2.86,SPE
LRG,6.93,3.47,4.15,3.32,3.5,3.44,3.19,SPE
ABC,6.07,3.58,3.52,3.63,3.66,4.31,3.21,SPE
RF,6.34,3.62,3.65,4.08,2.86,4.17,3.27,SPE
DTREE,5.46,3.42,3.92,4.43,4.13,3.33,3.31,SPE
SGD,6.34,3.94,3.71,3.58,3.87,3.18,3.37,SPE
MLP,6.77,3.71,3.83,3.69,3.32,3.25,3.43,SPE
SVM,6.77,3.73,3.62,3.39,3.7,3.25,3.54,SPE
avarage,6.41,3.57,3.85,3.71,3.51,3.68,3.27,SPE
std,0.48,0.25,0.29,0.37,0.43,0.55,0.2,SPE
