ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.86,3.86,4.5,4.07,3.36,2.71,IBA
SVM,6.57,2.86,3.93,3.57,4.21,3.07,3.79,IBA
ABC,3.79,4.57,3.07,2.71,3.71,5.57,4.57,IBA
SGD,6.29,3.29,3.14,3.86,2.14,4.71,4.57,IBA
MLP,6.07,3.5,2.93,3.14,4.5,3.07,4.79,IBA
KNN,4.79,3.29,3.71,2.79,4.57,3.93,4.93,IBA
RF,5.29,3.57,3.57,3.5,2.93,4.07,5.07,IBA
DTREE,4.93,3.79,2.71,3.21,5.5,2.57,5.29,IBA
avarage,5.54,3.46,3.37,3.41,3.96,3.79,4.46,IBA
std,1.01,0.55,0.46,0.59,1.04,0.99,0.84,IBA
