ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.07,3.64,3.34,4.1,3.55,3.9,3.41,AUC
LRG,6.75,2.85,3.4,3.85,4.08,3.52,3.54,AUC
ABC,5.41,3.02,3.38,3.85,4.19,4.39,3.76,AUC
KNN,5.48,3.4,3.55,3.83,4.04,3.85,3.85,AUC
SVM,6.57,3.2,3.36,3.81,4.23,2.89,3.93,AUC
MLP,6.48,2.83,3.61,3.47,4.02,3.63,3.97,AUC
SGD,5.65,3.35,3.74,3.74,3.87,3.62,4.03,AUC
DTREE,4.62,3.91,3.1,4.2,4.79,3.18,4.2,AUC
avarage,5.88,3.28,3.43,3.86,4.1,3.62,3.84,AUC
std,0.72,0.38,0.2,0.22,0.35,0.46,0.26,AUC
