ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.3,3.89,3.24,4.58,5.2,4.39,3.41,F1
MLP,3.28,3.59,2.8,4.46,5.48,4.73,3.66,F1
RF,3.8,3.38,3.16,3.74,5.36,4.76,3.81,F1
LRG,4.11,3.44,3.01,4.32,5.27,3.99,3.85,F1
ABC,2.89,3.95,3.53,4.09,5.87,3.51,4.16,F1
DTREE,3.03,3.58,3.27,3.91,6.07,3.89,4.24,F1
SGD,2.85,4.0,3.84,3.98,4.74,4.3,4.3,F1
KNN,1.82,4.43,3.46,4.64,5.89,3.28,4.48,F1
avarage,3.14,3.78,3.29,4.22,5.49,4.11,3.99,F1
std,0.69,0.35,0.32,0.33,0.44,0.54,0.36,F1
