ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.33,3.91,3.28,4.58,5.25,4.43,3.23,F1
LRG,4.2,3.6,3.08,4.38,5.32,4.15,3.28,F1
MLP,3.34,3.62,2.83,4.43,5.47,4.75,3.57,F1
DTREE,3.11,3.64,3.34,4.03,6.15,3.97,3.76,F1
KNN,1.84,4.56,3.58,4.8,5.93,3.41,3.89,F1
RF,3.66,3.32,3.07,3.71,5.36,4.7,4.18,F1
ABC,2.93,3.92,3.56,4.12,5.8,3.39,4.28,F1
SGD,2.89,3.97,3.88,4.06,4.67,4.25,4.28,F1
avarage,3.16,3.82,3.33,4.26,5.49,4.13,3.81,F1
std,0.68,0.37,0.34,0.35,0.46,0.52,0.42,F1
