ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,2.07,3.93,3.78,4.54,4.75,4.35,4.58,REC
LRG,2.38,3.31,3.34,4.87,5.28,4.2,4.63,REC
SVM,2.07,3.75,3.34,4.89,5.11,4.21,4.64,REC
MLP,2.12,3.1,3.15,4.25,5.52,4.71,5.16,REC
RF,2.84,3.75,2.9,3.78,5.34,4.06,5.34,REC
ABC,2.07,3.73,3.5,4.29,5.63,3.34,5.44,REC
DTREE,2.48,4.02,2.86,3.87,5.45,3.72,5.59,REC
KNN,1.64,4.31,3.34,4.36,5.7,2.96,5.69,REC
avarage,2.21,3.74,3.28,4.35,5.35,3.94,5.13,REC
std,0.36,0.39,0.3,0.41,0.31,0.57,0.46,REC
