ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.07,3.75,3.28,4.63,5.23,4.34,4.7,REC
SGD,2.42,4.0,3.93,4.03,4.61,4.3,4.7,REC
LRG,2.43,3.57,3.26,4.43,5.38,4.03,4.9,REC
MLP,2.25,3.51,2.91,4.33,5.3,4.57,5.14,REC
RF,2.4,3.58,3.11,3.71,5.34,4.28,5.57,REC
DTREE,2.57,3.34,3.01,3.73,5.8,3.8,5.75,REC
KNN,1.52,4.14,3.28,4.46,5.53,3.23,5.84,REC
ABC,2.18,3.84,3.48,4.07,5.58,2.98,5.88,REC
avarage,2.23,3.72,3.28,4.18,5.35,3.94,5.31,REC
std,0.33,0.27,0.32,0.34,0.35,0.57,0.51,REC
