ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.07,3.64,4.07,3.86,4.21,2.5,GEO
SVM,5.86,2.86,4.07,4.07,4.07,3.86,3.21,GEO
RF,5.43,3.5,3.14,4.14,3.0,4.21,4.57,GEO
MLP,6.79,2.36,3.36,3.07,4.43,3.43,4.57,GEO
KNN,4.71,3.43,4.29,3.14,4.21,3.5,4.71,GEO
ABC,2.5,3.79,4.79,3.93,3.93,4.36,4.71,GEO
DTREE,4.29,3.86,3.79,2.86,4.43,3.79,5.0,GEO
SGD,6.14,3.14,2.79,3.5,3.57,3.36,5.5,GEO
avarage,5.29,3.25,3.73,3.6,3.94,3.84,4.35,GEO
std,1.43,0.5,0.65,0.52,0.48,0.39,0.99,GEO
