ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.14,3.35,3.07,4.46,5.07,4.4,4.5,F1
SGD,2.33,4.02,3.66,3.62,5.02,4.8,4.54,F1
LRG,4.15,3.29,2.78,3.98,5.25,3.87,4.69,F1
MLP,2.95,3.51,3.03,3.91,5.22,4.3,5.07,F1
RF,3.56,3.47,2.91,3.21,5.36,4.23,5.26,F1
ABC,2.89,3.82,3.27,3.64,5.7,3.25,5.44,F1
DTREE,2.65,3.47,3.26,3.46,5.3,4.18,5.69,F1
KNN,1.81,4.09,3.25,4.15,5.7,3.15,5.84,F1
avarage,2.93,3.63,3.16,3.8,5.33,4.02,5.13,F1
std,0.72,0.31,0.27,0.4,0.26,0.57,0.52,F1
