ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,5.94,3.5,3.56,4.12,3.6,4.2,3.08,AUC
ABC,5.6,3.37,3.17,3.64,4.48,4.29,3.45,AUC
KNN,5.44,3.25,3.88,4.02,4.07,3.7,3.64,AUC
LRG,6.82,3.0,3.49,3.56,4.08,3.4,3.65,AUC
DTREE,4.95,3.3,3.53,4.26,4.85,3.39,3.72,AUC
MLP,6.4,3.2,3.19,3.71,4.12,3.64,3.73,AUC
SVM,6.52,3.35,3.52,3.43,4.37,3.05,3.75,AUC
SGD,5.84,3.4,3.73,3.45,4.47,3.23,3.88,AUC
avarage,5.94,3.3,3.51,3.77,4.26,3.61,3.61,AUC
std,0.62,0.15,0.24,0.32,0.37,0.44,0.25,AUC
