ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.11,3.91,3.28,4.73,5.26,4.48,4.22,REC
SGD,2.43,4.08,4.07,4.07,4.65,4.4,4.3,REC
MLP,2.28,3.58,3.02,4.46,5.45,4.75,4.46,REC
LRG,2.45,3.61,3.26,4.47,5.34,4.2,4.66,REC
DTREE,2.71,3.47,3.08,3.88,6.23,3.96,4.67,REC
ABC,2.32,3.97,3.59,4.19,5.91,3.16,4.87,REC
RF,2.48,3.69,3.18,3.81,5.54,4.41,4.89,REC
KNN,1.55,4.3,3.31,4.57,5.84,3.33,5.11,REC
avarage,2.29,3.83,3.35,4.27,5.53,4.09,4.65,REC
std,0.35,0.29,0.34,0.34,0.48,0.57,0.31,REC
