ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.93,3.07,4.0,4.07,4.14,3.64,3.14,PRE
SVM,5.93,3.21,3.86,4.36,4.36,2.71,3.57,PRE
ABC,3.21,4.43,2.79,3.5,4.29,5.43,4.36,PRE
DTREE,4.43,3.57,2.57,3.07,5.86,3.29,5.21,PRE
MLP,6.0,3.43,2.79,2.36,4.57,3.29,5.57,PRE
SGD,5.79,2.79,2.79,4.43,2.36,4.14,5.71,PRE
RF,3.93,3.21,3.36,2.71,3.86,5.0,5.93,PRE
KNN,3.14,3.86,3.07,3.14,4.57,4.07,6.14,PRE
avarage,4.79,3.45,3.15,3.46,4.25,3.95,4.96,PRE
std,1.26,0.51,0.54,0.77,0.97,0.91,1.13,PRE
