ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,5.88,3.49,3.52,4.07,3.58,4.12,3.34,AUC
SGD,5.87,3.46,3.8,3.5,4.58,3.27,3.52,AUC
SVM,6.51,3.4,3.52,3.43,4.38,3.11,3.66,AUC
ABC,5.55,3.33,3.15,3.62,4.47,4.2,3.69,AUC
MLP,6.39,3.17,3.19,3.69,4.16,3.52,3.87,AUC
LRG,6.8,2.98,3.4,3.55,4.06,3.3,3.9,AUC
KNN,5.42,3.23,3.85,3.89,4.01,3.63,3.97,AUC
DTREE,4.81,3.3,3.46,4.14,4.76,3.32,4.21,AUC
avarage,5.9,3.3,3.48,3.74,4.25,3.56,3.77,AUC
std,0.65,0.17,0.25,0.27,0.38,0.4,0.28,AUC
