ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.58,2.88,3.9,3.81,3.84,3.55,3.43,PRE
MLP,5.48,3.1,3.53,3.71,4.48,4.09,3.6,PRE
SVM,5.81,3.25,3.43,3.75,4.29,3.57,3.91,PRE
KNN,3.84,4.02,3.75,3.94,4.53,4.01,3.92,PRE
SGD,4.92,3.64,3.53,3.94,4.24,3.68,4.05,PRE
RF,4.37,3.82,2.96,3.73,4.78,4.2,4.15,PRE
ABC,3.93,3.11,3.42,3.98,4.89,4.36,4.31,PRE
DTREE,3.75,3.9,2.95,4.16,5.27,3.56,4.4,PRE
avarage,4.84,3.46,3.43,3.88,4.54,3.88,3.97,PRE
std,1.04,0.43,0.34,0.16,0.44,0.33,0.33,PRE
