ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.86,4.0,4.5,4.07,3.36,2.57,IBA
SVM,6.57,2.86,4.0,3.64,4.29,3.14,3.5,IBA
ABC,3.86,4.64,3.21,2.71,3.86,5.71,4.0,IBA
KNN,4.79,3.29,3.86,3.07,4.86,4.0,4.14,IBA
RF,5.21,3.79,3.57,3.5,3.07,4.21,4.64,IBA
MLP,6.0,3.29,2.93,2.93,4.36,2.93,5.57,IBA
SGD,6.29,2.86,3.0,3.57,2.14,4.43,5.71,IBA
DTREE,4.64,3.79,2.57,3.07,5.21,2.57,6.14,IBA
avarage,5.5,3.42,3.39,3.38,3.98,3.79,4.54,IBA
std,1.02,0.63,0.54,0.56,0.98,1.01,1.22,IBA
