ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,4.7,3.52,3.17,4.07,4.66,3.79,4.09,AUC
KNN,5.61,3.21,3.3,3.34,4.39,3.91,4.23,AUC
ABC,5.69,3.38,2.95,3.16,4.11,4.34,4.37,AUC
RF,5.91,3.26,3.02,3.49,3.62,4.31,4.39,AUC
SGD,5.17,3.46,3.3,3.45,4.05,3.99,4.57,AUC
LRG,6.71,2.7,3.39,3.38,3.89,3.16,4.79,AUC
MLP,6.41,3.02,3.23,3.6,3.56,3.32,4.87,AUC
SVM,6.4,2.81,3.42,3.34,4.05,3.08,4.9,AUC
avarage,5.83,3.17,3.22,3.48,4.04,3.74,4.53,AUC
std,0.68,0.3,0.17,0.27,0.37,0.5,0.31,AUC
