ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.07,3.82,3.33,4.67,5.24,4.35,4.52,REC
LRG,2.43,3.64,3.28,4.49,5.34,4.14,4.68,REC
SGD,2.43,3.93,3.98,4.0,4.6,4.25,4.8,REC
MLP,2.22,3.52,2.87,4.34,5.27,4.52,5.25,REC
KNN,1.52,4.2,3.34,4.46,5.58,3.23,5.66,REC
RF,2.41,3.55,3.12,3.79,5.25,4.2,5.68,REC
ABC,2.2,3.89,3.49,4.05,5.61,2.99,5.76,REC
DTREE,2.53,3.37,2.96,3.7,5.75,3.73,5.96,REC
avarage,2.23,3.74,3.3,4.19,5.33,3.93,5.29,REC
std,0.32,0.27,0.35,0.35,0.35,0.56,0.56,REC
