ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.34,3.32,3.84,4.31,3.99,3.25,3.94,SPE
SGD,6.29,3.77,3.52,3.39,3.82,3.06,4.15,SPE
ABC,6.06,3.31,3.3,3.43,3.43,4.15,4.32,SPE
RF,6.29,3.4,3.33,3.87,2.67,3.98,4.47,SPE
KNN,6.55,2.8,3.96,3.13,2.75,4.24,4.57,SPE
MLP,6.78,3.4,3.49,3.46,3.14,3.02,4.71,SPE
SVM,6.76,3.38,3.37,3.18,3.5,3.01,4.8,SPE
LRG,6.93,3.04,3.83,3.09,3.22,3.05,4.84,SPE
avarage,6.38,3.3,3.58,3.48,3.32,3.47,4.48,SPE
std,0.51,0.28,0.26,0.42,0.47,0.55,0.32,SPE
