ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,5.83,3.22,3.49,3.79,4.31,3.62,3.74,PRE
LRG,6.56,2.87,3.82,3.72,3.75,3.47,3.82,PRE
ABC,4.01,3.17,3.47,4.02,4.94,4.43,3.96,PRE
DTREE,3.86,3.93,3.02,4.2,5.39,3.58,4.02,PRE
MLP,5.48,3.02,3.42,3.66,4.39,3.98,4.07,PRE
SGD,4.93,3.64,3.53,3.93,4.2,3.69,4.09,PRE
KNN,3.84,3.93,3.67,3.93,4.51,3.98,4.15,PRE
RF,4.36,3.75,2.84,3.66,4.8,4.27,4.3,PRE
avarage,4.86,3.44,3.41,3.86,4.54,3.88,4.02,PRE
std,1.02,0.42,0.32,0.19,0.5,0.34,0.18,PRE
