ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,2.4,3.52,3.36,5.0,5.42,4.43,3.87,REC
SVM,2.1,3.94,3.37,4.98,5.22,4.48,3.91,REC
MLP,2.16,3.33,3.33,4.4,5.73,4.91,4.14,REC
KNN,1.64,4.67,3.58,4.64,6.04,3.19,4.24,REC
ABC,2.12,3.91,3.62,4.51,5.96,3.5,4.38,REC
SGD,2.06,3.97,3.7,4.69,4.78,4.4,4.41,REC
RF,2.86,3.89,2.97,3.92,5.62,4.23,4.51,REC
DTREE,2.54,4.14,2.96,3.93,5.75,3.85,4.83,REC
avarage,2.24,3.92,3.36,4.51,5.56,4.12,4.28,REC
std,0.37,0.4,0.28,0.42,0.41,0.57,0.32,REC
