ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,2.79,4.0,4.36,3.93,4.14,3.0,PRE
SVM,5.86,3.07,3.93,4.29,3.71,4.14,3.0,PRE
KNN,3.86,4.21,4.29,3.14,5.14,3.57,3.79,PRE
RF,4.79,3.57,2.71,4.07,3.79,3.86,5.21,PRE
MLP,6.64,2.86,2.93,2.86,3.57,3.86,5.29,PRE
SGD,6.29,3.43,3.29,3.29,3.29,3.0,5.43,PRE
DTREE,3.79,4.36,2.93,2.57,4.86,3.71,5.79,PRE
ABC,1.93,3.14,5.21,4.14,3.79,3.71,6.07,PRE
avarage,4.87,3.43,3.66,3.59,4.01,3.75,4.7,PRE
std,1.6,0.59,0.85,0.7,0.65,0.36,1.24,PRE
