ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,3.69,3.38,3.04,3.71,5.36,4.66,4.16,F1
SVM,3.23,3.71,3.06,4.48,5.11,4.23,4.18,F1
SGD,2.98,4.03,3.84,4.02,4.72,4.21,4.18,F1
LRG,4.07,3.33,2.93,4.25,5.24,3.99,4.19,F1
MLP,3.26,3.4,2.65,4.32,5.41,4.62,4.34,F1
ABC,2.87,3.81,3.39,4.07,5.77,3.39,4.7,F1
DTREE,2.93,3.41,3.12,3.75,6.01,3.76,5.02,F1
KNN,1.81,4.3,3.3,4.52,5.76,3.19,5.11,F1
avarage,3.11,3.67,3.17,4.14,5.42,4.01,4.49,F1
std,0.66,0.36,0.36,0.31,0.41,0.53,0.4,F1
