ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,4.64,4.71,3.57,3.86,3.71,5.21,2.29,SPE
LRG,6.57,2.79,3.93,4.71,4.21,3.07,2.71,SPE
SVM,6.43,2.86,3.79,4.0,4.43,2.86,3.64,SPE
RF,6.57,4.07,3.57,3.93,2.64,3.5,3.71,SPE
DTREE,5.79,4.36,3.0,3.64,4.57,2.43,4.21,SPE
MLP,6.29,4.0,3.86,2.71,3.93,2.93,4.29,SPE
KNN,5.21,3.21,4.0,3.36,4.0,3.86,4.36,SPE
SGD,6.5,3.79,3.5,3.0,2.71,3.43,5.07,SPE
avarage,6.0,3.72,3.65,3.65,3.78,3.41,3.79,SPE
std,0.72,0.7,0.32,0.63,0.73,0.85,0.91,SPE
