ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.86,2.79,3.71,3.93,4.07,3.36,4.29,PRE
SVM,5.93,3.07,3.71,4.07,4.07,2.57,4.57,PRE
ABC,3.29,4.14,2.57,3.57,4.21,5.36,4.86,PRE
SGD,5.93,3.07,2.93,4.29,2.36,4.43,5.0,PRE
KNN,3.21,4.0,3.21,3.43,4.71,4.07,5.36,PRE
RF,3.93,3.29,3.36,2.71,3.86,4.86,6.0,PRE
DTREE,4.14,3.43,2.57,2.79,5.71,3.21,6.14,PRE
MLP,5.86,3.21,2.64,2.21,4.5,3.14,6.43,PRE
avarage,4.77,3.38,3.09,3.38,4.19,3.88,5.33,PRE
std,1.24,0.47,0.48,0.74,0.94,0.96,0.79,PRE
