ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,4.21,2.93,4.57,3.93,4.36,6.0,2.0,SPE
LRG,6.57,3.0,3.36,4.29,4.64,3.21,2.93,SPE
SVM,6.21,3.71,3.86,3.5,4.21,2.93,3.57,SPE
RF,5.5,4.21,3.93,3.93,3.14,3.36,3.93,SPE
DTREE,4.43,5.07,3.21,4.14,3.86,3.36,3.93,SPE
MLP,6.86,3.29,4.0,2.86,2.71,3.64,4.64,SPE
KNN,5.57,3.07,2.64,3.36,3.79,4.86,4.71,SPE
SGD,6.36,3.93,4.14,2.86,3.36,2.36,5.0,SPE
avarage,5.71,3.65,3.71,3.61,3.76,3.71,3.84,SPE
std,0.98,0.74,0.61,0.55,0.65,1.16,1.0,SPE
