ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.69,2.99,3.86,3.83,4.06,3.52,3.05,PRE
SVM,5.53,3.22,3.88,3.61,4.61,4.07,3.08,PRE
SGD,4.34,4.15,3.66,3.84,4.53,4.1,3.38,PRE
RF,4.29,3.59,3.27,3.49,5.12,4.48,3.76,PRE
MLP,5.42,3.1,3.5,3.92,4.39,3.83,3.84,PRE
KNN,4.0,3.73,3.62,3.72,4.76,4.27,3.89,PRE
ABC,4.18,3.69,3.31,3.68,5.16,3.93,4.05,PRE
DTREE,3.75,3.39,3.57,3.65,5.19,4.34,4.11,PRE
avarage,4.78,3.48,3.58,3.72,4.73,4.07,3.65,PRE
std,1.0,0.38,0.22,0.14,0.41,0.31,0.42,PRE
