ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.15,3.26,3.65,4.34,4.57,3.45,3.58,IBA
RF,6.02,3.31,3.47,3.9,3.39,4.09,3.82,IBA
KNN,5.89,2.93,3.92,3.77,3.8,3.83,3.87,IBA
ABC,5.73,3.24,3.13,3.55,4.11,4.29,3.96,IBA
SVM,6.61,3.1,3.3,3.42,4.56,2.94,4.08,IBA
SGD,5.99,3.35,3.56,3.52,4.31,3.18,4.08,IBA
MLP,6.55,2.89,3.1,3.78,4.16,3.39,4.12,IBA
LRG,6.93,2.77,3.36,3.46,3.98,3.08,4.41,IBA
avarage,6.11,3.11,3.43,3.72,4.11,3.53,3.99,IBA
std,0.57,0.22,0.27,0.3,0.39,0.49,0.25,IBA
