ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.59,2.9,3.81,3.83,3.89,3.61,3.37,PRE
SVM,5.83,3.25,3.48,3.79,4.39,3.61,3.65,PRE
SGD,4.99,3.73,3.53,4.02,4.32,3.72,3.68,PRE
MLP,5.45,2.99,3.39,3.66,4.41,3.98,4.12,PRE
KNN,3.85,3.95,3.7,3.87,4.5,3.99,4.14,PRE
RF,4.3,3.72,2.86,3.71,4.73,4.3,4.38,PRE
ABC,3.94,3.12,3.39,3.92,4.9,4.34,4.39,PRE
DTREE,3.78,3.77,3.0,4.2,5.3,3.47,4.49,PRE
avarage,4.84,3.43,3.4,3.87,4.56,3.88,4.03,PRE
std,1.04,0.41,0.32,0.17,0.42,0.33,0.41,PRE
