ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
MLP,6.82,3.48,4.13,3.79,3.15,3.17,3.47,SPE
KNN,6.39,3.38,3.93,3.11,3.18,4.53,3.48,SPE
LRG,6.93,3.13,4.26,3.55,3.35,3.27,3.51,SPE
DTREE,5.25,3.84,3.43,4.2,4.01,3.66,3.6,SPE
RF,6.47,3.51,3.51,3.71,2.97,4.13,3.7,SPE
SGD,6.07,3.45,3.93,3.72,3.66,3.43,3.74,SPE
ABC,6.14,3.65,3.25,3.31,3.33,4.57,3.76,SPE
SVM,6.75,3.25,3.97,3.28,3.65,3.34,3.77,SPE
avarage,6.35,3.46,3.8,3.59,3.41,3.76,3.63,SPE
std,0.54,0.22,0.36,0.35,0.34,0.57,0.13,SPE
