ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,2.93,4.21,4.36,4.07,4.36,2.29,PRE
SGD,6.43,3.86,3.57,3.86,3.71,3.71,2.86,PRE
SVM,5.86,3.07,3.93,4.29,3.71,4.14,3.0,PRE
ABC,2.07,3.5,5.71,4.43,4.07,3.86,4.36,PRE
KNN,3.71,4.29,4.0,2.86,4.71,3.57,4.86,PRE
DTREE,3.93,4.36,3.07,2.64,5.29,3.86,4.86,PRE
RF,5.07,3.57,2.86,4.0,3.71,3.71,5.07,PRE
MLP,6.5,2.86,2.93,2.93,3.57,3.93,5.29,PRE
avarage,4.92,3.55,3.79,3.67,4.11,3.89,4.07,PRE
std,1.56,0.58,0.94,0.74,0.6,0.25,1.17,PRE
