ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.14,3.64,4.14,3.86,4.21,2.36,GEO
SVM,5.79,2.86,4.07,4.07,4.07,3.86,3.29,GEO
ABC,2.5,3.93,4.93,4.07,4.07,4.14,4.36,GEO
KNN,4.71,3.64,4.21,3.0,4.29,3.57,4.57,GEO
RF,5.5,3.43,3.0,4.07,3.07,4.29,4.64,GEO
SGD,6.0,3.21,2.79,3.79,3.86,3.64,4.71,GEO
MLP,6.57,2.36,3.21,3.07,4.36,3.5,4.93,GEO
DTREE,4.21,3.57,3.5,2.57,4.21,3.5,6.43,GEO
avarage,5.24,3.27,3.67,3.6,3.97,3.84,4.41,GEO
std,1.39,0.49,0.71,0.62,0.41,0.33,1.2,GEO
