ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.92,3.48,3.8,3.61,4.64,3.43,3.11,AUC
ABC,5.62,3.4,3.16,3.68,4.5,4.32,3.32,AUC
MLP,6.4,3.2,3.29,3.8,4.2,3.7,3.4,AUC
RF,5.91,3.43,3.48,4.04,3.52,4.13,3.48,AUC
SVM,6.5,3.43,3.48,3.49,4.43,3.17,3.5,AUC
KNN,5.44,3.22,3.89,3.93,4.13,3.75,3.62,AUC
DTREE,4.98,3.28,3.54,4.2,4.85,3.43,3.71,AUC
LRG,6.8,3.0,3.48,3.52,4.07,3.39,3.75,AUC
avarage,5.95,3.31,3.51,3.78,4.29,3.67,3.49,AUC
std,0.6,0.16,0.24,0.26,0.41,0.39,0.21,AUC
