ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.57,3.57,4.21,3.86,3.07,4.07,IBA
ABC,3.71,4.57,2.93,2.57,3.71,5.57,4.93,IBA
SVM,6.57,2.57,3.64,3.43,3.93,2.79,5.07,IBA
DTREE,4.79,3.79,2.57,3.14,5.43,2.71,5.57,IBA
SGD,6.14,3.0,3.0,3.71,2.14,4.43,5.57,IBA
RF,5.07,3.5,3.43,3.21,2.93,4.0,5.86,IBA
KNN,4.36,3.14,3.43,2.64,4.29,3.86,6.29,IBA
MLP,6.0,3.14,2.64,2.79,4.21,2.79,6.43,IBA
avarage,5.41,3.29,3.15,3.21,3.81,3.65,5.47,IBA
std,1.09,0.66,0.42,0.56,0.97,1.01,0.77,IBA
