ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.11,3.3,3.66,4.33,4.54,3.5,3.55,GEO
RF,6.13,3.39,3.46,3.9,3.21,4.17,3.74,GEO
KNN,6.02,2.89,3.79,3.75,3.79,3.89,3.88,GEO
SGD,5.97,3.45,3.53,3.52,4.39,3.25,3.89,GEO
ABC,5.76,3.32,3.09,3.47,3.96,4.26,4.14,GEO
SVM,6.68,3.07,3.33,3.42,4.38,2.98,4.15,GEO
MLP,6.53,3.02,3.26,3.58,4.02,3.29,4.3,GEO
LRG,6.93,2.84,3.36,3.42,3.93,3.04,4.48,GEO
avarage,6.14,3.16,3.44,3.67,4.03,3.55,4.01,GEO
std,0.58,0.24,0.22,0.31,0.42,0.5,0.3,GEO
