ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.14,3.36,4.36,4.0,3.64,4.64,REC
DTREE,4.07,3.79,3.29,2.57,5.14,4.43,4.71,REC
RF,4.86,3.86,2.71,3.86,3.71,4.21,4.79,REC
KNN,2.64,4.36,3.43,3.36,5.07,3.64,5.5,REC
SVM,4.86,2.86,2.86,4.5,3.43,3.71,5.79,REC
ABC,1.93,3.86,4.57,3.57,4.79,3.43,5.86,REC
MLP,5.43,2.36,2.64,3.29,3.64,4.29,6.36,REC
SGD,4.36,3.0,2.29,3.79,4.07,3.93,6.57,REC
avarage,4.12,3.4,3.14,3.66,4.23,3.91,5.53,REC
std,1.22,0.66,0.7,0.62,0.67,0.36,0.75,REC
