ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,5.47,3.11,3.48,4.0,4.27,4.5,3.17,AUC
LRG,6.75,2.83,3.57,3.9,4.08,3.63,3.25,AUC
SVM,6.59,3.37,3.5,3.81,4.37,3.02,3.34,AUC
RF,6.11,3.66,3.2,4.11,3.56,3.94,3.41,AUC
KNN,5.54,3.46,3.55,3.93,4.17,3.93,3.43,AUC
MLP,6.48,2.89,3.73,3.56,4.15,3.69,3.52,AUC
SGD,5.65,3.42,3.87,3.77,3.92,3.69,3.69,AUC
DTREE,4.7,3.93,3.16,4.31,4.85,3.29,3.75,AUC
avarage,5.91,3.33,3.51,3.92,4.17,3.71,3.44,AUC
std,0.7,0.38,0.24,0.23,0.37,0.44,0.2,AUC
