ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.93,2.95,3.65,3.56,4.39,3.4,3.13,GEO
MLP,6.64,3.22,3.68,3.87,3.88,3.57,3.14,GEO
DTREE,5.05,3.77,3.46,4.09,4.57,3.89,3.16,GEO
RF,6.2,3.47,3.61,3.66,3.4,4.43,3.24,GEO
KNN,5.93,3.19,3.73,3.43,4.2,4.19,3.33,GEO
SVM,6.65,2.89,3.75,3.66,4.39,3.26,3.4,GEO
SGD,5.61,3.57,3.56,3.38,4.27,4.15,3.47,GEO
ABC,5.92,3.31,3.2,3.4,4.04,4.61,3.52,GEO
avarage,6.11,3.3,3.58,3.63,4.14,3.94,3.3,GEO
std,0.62,0.3,0.18,0.25,0.37,0.49,0.15,GEO
