ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.69,2.9,3.8,3.75,3.93,3.43,3.51,PRE
SVM,5.51,3.12,3.75,3.53,4.57,3.93,3.59,PRE
SGD,4.36,4.11,3.59,3.84,4.45,4.02,3.64,PRE
MLP,5.43,3.07,3.47,3.95,4.39,3.84,3.85,PRE
KNN,4.0,3.72,3.61,3.68,4.77,4.15,4.07,PRE
RF,4.22,3.52,3.22,3.42,4.98,4.39,4.25,PRE
ABC,4.14,3.7,3.24,3.59,4.99,3.84,4.51,PRE
DTREE,3.7,3.24,3.44,3.6,5.09,4.25,4.67,PRE
avarage,4.76,3.42,3.52,3.67,4.65,3.98,4.01,PRE
std,1.02,0.41,0.21,0.17,0.39,0.3,0.44,PRE
