ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,6.6,2.9,3.71,3.68,4.42,3.26,3.43,IBA
RF,6.16,3.44,3.42,3.61,3.48,4.41,3.48,IBA
ABC,5.89,3.32,3.12,3.28,4.16,4.48,3.75,IBA
SGD,5.48,3.5,3.45,3.52,4.3,4.0,3.76,IBA
KNN,5.9,2.99,3.59,3.39,4.34,4.02,3.77,IBA
DTREE,4.89,3.6,3.39,4.01,4.46,3.81,3.85,IBA
LRG,6.93,2.75,3.48,3.52,4.33,3.11,3.88,IBA
MLP,6.59,2.98,3.39,3.65,3.98,3.39,4.02,IBA
avarage,6.05,3.19,3.44,3.58,4.18,3.81,3.74,IBA
std,0.67,0.32,0.17,0.22,0.32,0.52,0.2,IBA
